2975,9125,0,615,316,1
4475,13525,0,375,143,1
4175,13075,0,375,145,1
4575,14225,0,358,133,1
4525,14125,0,346,131,1
4675,14025,0,354,130,1
4675,14125,0,344,130,1
4575,13425,0,365,139,1
4625,13725,0,376,141,1
4675,13525,0,344,126,1
4625,14325,0,334,118,1
4725,13375,0,328,115,1
4725,14225,0,332,116,1
4575,14375,0,337,121,1
4775,14025,0,325,115,1
4675,13475,0,337,120,1
4625,14425,0,329,120,1
4775,14175,0,337,117,1
4625,14025,0,371,136,1
4675,14175,0,372,140,1
4675,13825,0,377,149,1
4775,13825,0,325,112,1
4575,13975,0,352,133,1
4675,14475,0,331,115,1
4675,13225,0,379,141,1
4475,13775,0,375,141,1
4675,13425,0,392,144,1
4625,13925,0,391,147,1
4425,13075,0,451,166,1
4775,14325,0,326,118,1
4725,13425,0,350,127,1
4775,14475,0,321,115,1
4525,13725,0,414,165,1
4675,13925,0,372,133,1
4675,14375,0,328,116,1
4725,13925,0,350,131,1
4725,14275,0,367,134,1
4625,13325,0,384,146,1
4775,14125,0,331,120,1
4625,13375,0,396,148,1
4575,14025,0,364,142,1
4725,13325,0,355,130,1
4675,14275,0,350,126,1
4525,13375,0,453,175,1
4675,14325,0,346,128,1
4775,14525,0,325,116,1
4525,13775,0,368,154,1
4525,13925,0,379,136,1
4625,13575,0,398,149,1
4675,13375,0,382,157,1
4675,13975,0,359,139,1
4525,14075,0,362,131,1
4825,14125,0,333,118,1
4625,14375,0,334,117,1
4775,14275,0,348,133,1
4725,14425,0,356,131,1
4575,13225,0,432,163,1
4575,14175,0,350,125,1
4775,14375,0,317,116,1
4675,14075,0,377,135,1
4625,14075,0,337,130,1
4575,14125,0,350,130,1
4725,13625,0,335,119,1
